Chromosome,Pos,Region,Mdiff,Q-value,Gene ID,Gene symbol,Gene name
NC_027318.1,80466127,Flanks,-31.8,4.3E-15,106579747,LOC106579747,deleted in autism protein 1 homolog
NC_027301.1,4337709,Flanks,-32.67,4.3E-15,106574046,myosin-10-like,myosin-10-like
NC_027309.1,1477185,Flanks,43.38,4.3E-15,106613438,ssx2ip,SSX family member 2 interacting protein
NC_027322.1,14863617,Intron,-41.19,4.3E-15,106584184,LOC106584184,"CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase-like"
NC_027312.1,5371135,Flanks,35.21,4.3E-15,106566365,LOC106566365,sortilin-like
NC_027321.1,22591890,Intron,29.25,4.3E-15,106582986,LOC106582986,ephrin type-B receptor 2-like
NC_027324.1,13829659,Intron,-29.11,4.3E-15,106586206,LOC106586206,low-density lipoprotein receptor-related protein 2-like
NC_027325.1,29797595,Flanks,33.88,4.3E-15,106587581,LOC106587581,uncharacterized protein KIAA0355-like
NC_027315.1,6507532,Intron,54.49,4.4E-15,106573107,LOC106573107,copine-8-like
NC_027316.1,13086754,Intron,40.67,4.4E-15,106575324,LOC106575324,radixin-like
NC_027311.1,40800902,Intron,25.4,4.4E-15,106565234,LOC106565234,histone deacetylase 7-like
NC_027310.1,66745056,Intron,29.7,4.4E-15,106563268,LOC106563268,astrotactin-2-like
NC_027309.1,23413646,Intron,51.79,4.4E-15,106613871,LOC106613871,glypican-1-like
NC_027323.1,15867698,Flanks,-49.26,4.4E-15,106584989,LOC106584989,uncharacterized LOC106584989
NC_027314.1,66346778,Intron,-32.23,4.4E-15,106572204,acyl-CoA thioesterase 7,acyl-CoA thioesterase 7
NC_027328.1,23614041,Intron,-28.57,4.4E-15,106590430,LOC106590430,polypeptide N-acetylgalactosaminyltransferase 11-like
NC_027322.1,9929461,Exon,27.02,4.4E-15,106584037,LOC106584037,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B-like"
NC_027310.1,43074563,Intron,49.44,4.4E-15,106562783,neogenin 1,neogenin 1
NC_027311.1,23992959,Intron,46.93,4.4E-15,106564922,LOC106564922,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B-like"
NC_027301.1,66292710,Exon,44.0,4.4E-15,106593291,LOC106593291,protein NLRC3-like
NC_027305.1,69968039,Intron,27.96,4.4E-15,106608063,LOC106608063,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4-like"
NC_027310.1,10524749,P5K,25.35,4.4E-15,106561986,LOC106561986,protein BEAN1-like
NC_027318.1,50934043,Exon,25.11,4.4E-15,100194494,hoxb8ba,homeobox protein HoxB8ba2
NC_027326.1,24087805,Flanks,-32.31,4.5E-15,106588729,LOC106588729,transmembrane protein 196-like
NC_027323.1,14014189,Intron,52.22,4.5E-15,106585049,LOC106585049,septin-2-like
NC_027310.1,17274704,Intron,-47.24,4.5E-15,100195542,nptn,neuroplastin
NC_027321.1,42248971,Intron,26.85,4.6E-15,106583444,LOC106583444,serine/threonine-protein kinase WNK2-like
NC_027311.1,79358171,Intron,-27.93,4.6E-15,106566024,LOC106566024,neuron navigator 1-like
NC_027327.1,3935538,Intron,51.25,4.6E-15,100380452,s39ab,Zinc transporter SLC39A11
NC_027300.1,24125182,Intron,-31.91,4.6E-15,106589425,LOC106589425,latent-transforming growth factor beta-binding protein 2-like
NC_027310.1,37638189,Flanks,48.02,4.6E-15,100194576,spg21,"SPG21 abhydrolase domain containing, maspardin"
NC_027304.1,53128515,Exon,-44.44,4.7E-15,106605186,LOC106605186,free fatty acid receptor 2-like
NC_027306.1,39616843,P5K,39.19,4.7E-15,106609272,prkcq,protein kinase C theta
NC_027303.1,31785776,Intron,44.79,4.7E-15,106602918,LOC106602918,rho GTPase-activating protein 24-like
NC_027319.1,11786511,Intron,31.16,4.7E-15,106580235,uncharacterized LOC106580235,uncharacterized LOC106580235
NC_027313.1,32193292,Intron,25.33,4.7E-15,106569321,LOC106569321,GREB1-like protein
NC_027303.1,25602151,Flanks,-50.0,4.7E-15,106602826,LOC106602826,stromal interaction molecule 1-like
NC_027319.1,13053765,P5K,-49.83,4.7E-15,106580114,lztr1,leucine zipper like transcription regulator 1
NC_027308.1,97468822,Intron,40.91,4.7E-15,106612460,sik2,salt inducible kinase 2
NC_027315.1,32559189,Intron,40.04,4.7E-15,106573702,LOC106573702,cadherin-13-like
NC_027300.1,142340125,Intron,38.08,4.8E-15,106569324,LOC106569324,zinc finger FYVE domain-containing protein 16-like
NC_027312.1,22726010,Flanks,27.98,4.8E-15,106566909,LOC106566909,complement receptor type 2-like
NC_027328.1,17099140,Intron,35.72,4.8E-15,106590236,"uncharacterized protein C8orf34 homolog, transcript variant X2",uncharacterized protein C8orf34 homolog
NC_027312.1,73413741,Intron,-32.29,4.8E-15,106567973,LOC106567973,transmembrane protein 211-like
NC_027316.1,49746849,Intron,-31.61,4.8E-15,106576468,adiponectin receptor protein 2-like,adiponectin receptor protein 2-like
NC_027301.1,34530384,Intron,45.69,4.9E-15,106581764,LOC106581764,PC3-like endoprotease variant B
NC_027303.1,17250333,Intron,-30.61,4.9E-15,106602557,LOC106602557,melatonin receptor type 1A-A
NC_027306.1,17333919,P5K,53.36,4.9E-15,106608776,LOC106608776,E3 ubiquitin-protein ligase KEG-like
NC_027304.1,41755980,P250,-43.4,4.9E-15,100136420,LOC100136420,lysozyme g
NC_027326.1,29438481,Intron,40.54,4.9E-15,106588901,LOC106588901,putative serine/threonine-protein kinase C05D10.2
NC_027314.1,76273709,Exon,-31.97,4.9E-15,106572005,LOC106572005,E3 ubiquitin-protein ligase MIB2-like
NC_027308.1,103678404,Intron,43.86,4.9E-15,106612642,LOC106612642,limbic system-associated membrane protein-like
NC_027312.1,31693149,P1K,53.85,4.9E-15,106566965,LOC106566965,TAR DNA-binding protein 43-like
NC_027300.1,118512836,P5K,-35.34,4.9E-15,106563909,LOC106563909,excitatory amino acid transporter 1-like
NC_027314.1,67632867,Intron,-34.6,4.9E-15,106572187,LOC106572187,tyrosine-protein phosphatase non-receptor type 11-like
NC_027323.1,10584262,Intron,-27.1,5.0E-15,106585107,LOC106585107,rho GTPase-activating protein 25-like
NC_027302.1,70262660,Intron,47.66,5.0E-15,106601396,LOC106601396,E3 ubiquitin-protein ligase SMURF2
NC_027300.1,146934751,Flanks,-54.44,5.0E-15,106570907,LOC106570907,LIM/homeobox protein Lhx2-like
NC_027312.1,63518064,Intron,-59.02,5.0E-15,106567646,LOC106567646,opioid-binding protein/cell adhesion molecule-like
NC_027314.1,39959842,Intron,46.19,5.0E-15,106571710,LOC106571710,transcription factor IIIB 90 kDa subunit-like
NC_027302.1,59539536,Exon,-28.31,5.0E-15,106600995,LOC106600995,C-type mannose receptor 2-like
NC_027310.1,10321905,Intron,46.56,5.0E-15,106561977,LOC106561977,carbonic anhydrase 7-like
NC_027317.1,52067227,Intron,36.36,5.1E-15,106577623,LOC106577623,receptor-type tyrosine-protein phosphatase delta-like
NC_027313.1,65890879,Intron,61.62,5.1E-15,106570238,LOC106570238,trafficking protein particle complex subunit 9-like
NC_027316.1,44359655,Intron,-31.78,5.1E-15,106576264,LOC106576264,dual specificity tyrosine-phosphorylation-regulated kinase 4-like
NC_027302.1,41334796,Flanks,63.25,5.2E-15,106600515,LOC106600515,uncharacterized LOC106600515
NC_027309.1,74550752,Flanks,53.3,5.2E-15,106560949,LOC106560949,aminopeptidase N-like
NC_027312.1,10422,Exon,-41.78,5.2E-15,106566288,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C-like","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C-like"
NC_027320.1,22873338,Flanks,-31.01,5.2E-15,106581952,LOC106581952,uncharacterized LOC106581952
NC_027302.1,20883952,Flanks,28.56,5.2E-15,106599449,LOC106599449,deubiquitinating protein VCIP135-like
NC_027312.1,32411325,Intron,-37.27,5.2E-15,106566981,LOC106566981,solute carrier family 41 member 1-like
NC_027311.1,78979288,Flanks,36.08,5.2E-15,106566076,LOC106566076,adenosine receptor A3-like
NC_027313.1,54957750,P5K,27.0,5.2E-15,100380769,LOC100380769,histone-lysine N-methyltransferase EHMT2
NC_027309.1,93183715,Intron,34.68,5.2E-15,106561275,LOC106561275,uncharacterized LOC106561275
NC_027311.1,78057874,Flanks,39.33,5.2E-15,106566047,LOC106566047,protein Wnt-2b-A-like
NC_027311.1,74273325,P5K,-28.66,5.3E-15,106565720,LOC106565720,myb-related protein B-like
NC_027303.1,60413759,Intron,-39.17,5.3E-15,106603662,LOC106603662,opioid-binding protein/cell adhesion molecule-like
NC_027314.1,40733825,Intron,-32.55,5.3E-15,106571691,btbd7,BTB domain containing 7
NC_027326.1,13691459,Intron,54.43,5.3E-15,106588253,LOC106588253,3-hydroxybutyrate dehydrogenase type 2-like
NC_027326.1,13691483,Intron,54.43,5.3E-15,106588253,LOC106588253,3-hydroxybutyrate dehydrogenase type 2-like
NC_027309.1,90872473,Intron,30.87,5.3E-15,106561306,lrrc4c,leucine rich repeat containing 4C
NC_027300.1,75407235,Exon,28.57,5.3E-15,106609649,LOC106609649,delphilin-like
NC_027318.1,74290826,Intron,27.95,5.4E-15,106579620,LOC106579620,myeloid cell surface antigen CD33-like
NC_027313.1,14528234,P5K,-31.22,5.4E-15,106568999,LOC106568999,dual specificity protein phosphatase 12-like
NC_027311.1,79513088,Intron,33.8,5.5E-15,106566020,LOC106566020,neurofilament medium polypeptide-like
NC_027303.1,38031048,P5K,48.65,5.5E-15,106603168,LOC106603168,transmembrane protein 164-like
NC_027321.1,6158397,Intron,45.52,5.5E-15,100136932,mitogen activated protein kinase p38a,mitogen activated protein kinase p38a
NC_027322.1,27593623,Intron,34.2,5.5E-15,106584340,LOC106584340,leucine-rich repeat-containing protein 7-like
NC_027300.1,31162035,Flanks,52.78,5.5E-15,106601440,spred1,sprouty related EVH1 domain containing 1
NC_027319.1,69160989,Intron,55.98,5.6E-15,106581321,LOC106581321,proton-coupled amino acid transporter 4-like
NC_027328.1,24302833,Intron,26.8,5.6E-15,106590427,LOC106590427,dipeptidyl aminopeptidase-like protein 6
NC_027316.1,40356669,Intron,-43.9,5.6E-15,106576163,ttll12,tubulin tyrosine ligase like 12
NC_027322.1,43779930,Intron,50.0,5.6E-15,106584727,tjp1,tight junction protein 1
NC_027300.1,27367914,Intron,41.5,5.6E-15,106598965,syt16,synaptotagmin 16
NC_027322.1,9345002,Exon,-40.71,5.6E-15,100286690,LOC100286690,tyrosine-protein kinase JAK1
NC_027300.1,66023568,Intron,45.42,5.7E-15,106607745,LOC106607745,ankyrin-3-like
NC_027305.1,70391986,Exon,-30.57,5.7E-15,106608076,LOC106608076,MAX gene-associated protein-like
NC_027322.1,7188402,Intron,40.65,5.7E-15,106584012,LOC106584012,phosphatidylinositol 3-kinase regulatory subunit gamma
NC_027314.1,33572631,Intron,56.45,5.7E-15,106571395,LOC106571395,cation-independent mannose-6-phosphate receptor-like
NC_027327.1,21056721,Flanks,33.5,5.7E-15,106589700,LOC106589700,protein FAM178A-like
NC_027314.1,88158574,Intron,35.25,5.8E-15,106572589,LOC106572589,phosphatidylinositol 5-phosphate 4-kinase type-2 gamma-like
NC_027319.1,15016367,Exon,47.14,5.8E-15,106580066,LOC106580066,kinesin-like calmodulin-binding protein
NC_027319.1,44804218,Intron,-39.37,5.8E-15,106580722,LOC106580722,"zinc finger protein 36, C3H1 type-like 1"
NC_027314.1,95894574,Intron,39.35,5.8E-15,106572832,LOC106572832,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2-like"
NC_027315.1,74488474,Intron,-36.36,5.8E-15,106574641,LOC106574641,ephrin-A4-like
NC_027321.1,21391033,Intron,40.87,5.9E-15,106583010,LOC106583010,polyhomeotic-like protein 2
NC_027302.1,13651042,Intron,31.78,5.9E-15,106599012,LOC106599012,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D-like"
NC_027309.1,1592998,Flanks,34.91,5.9E-15,106613439,spata1,spermatogenesis associated 1
NC_027305.1,53286817,Exon,31.37,5.9E-15,106607713,mdn1,midasin AAA ATPase 1
NC_027312.1,23251027,P5K,29.46,5.9E-15,106566897,LOC106566897,calcitonin gene-related peptide type 1 receptor-like
NC_027317.1,9905132,Exon,42.57,5.9E-15,106576763,LOC106576763,fibrillin-1-like
NC_027300.1,27309016,P1K,31.69,5.9E-15,106598919,LOC106598919,hypoxia-inducible factor 1-alpha
NC_027308.1,12731427,Exon,-29.73,6.0E-15,106610737,spata17,spermatogenesis associated 17
NC_027313.1,8652171,Intron,49.52,6.1E-15,106568715,LOC106568715,low-density lipoprotein receptor-related protein 8-like
NC_027314.1,70073692,Exon,-53.45,6.1E-15,106572139,samd11,sterile alpha motif domain containing 11
NC_027312.1,40378581,P1K,-30.86,6.1E-15,106567196,srxn1,sulfiredoxin 1
NC_027309.1,102858014,Exon,-31.19,6.2E-15,106561542,LOC106561542,zinc finger C3H1 domain-containing protein-like
NC_027322.1,37279454,Intron,43.64,6.2E-15,106584557,LOC106584557,calcium-dependent secretion activator 2-like
NC_027313.1,7233093,Intron,43.15,6.2E-15,106568690,LOC106568690,vertebrate ancient opsin-like
NC_027318.1,56848756,Intron,40.2,6.2E-15,100380470,ghdc,GH3 domain containing
NC_027304.1,54849575,P5K,-56.12,6.2E-15,100380590,ica69,Islet cell autoantigen 1
NC_027306.1,34277677,Flanks,-35.14,6.2E-15,106609243,LOC106609243,myoD family inhibitor domain-containing protein-like
NC_027312.1,18431742,Intron,-32.59,6.2E-15,106566610,LOC106566610,"FYVE, RhoGEF and PH domain-containing protein 3-like"
NC_027305.1,52349778,P5K,29.14,6.2E-15,106607694,impg1,interphotoreceptor matrix proteoglycan 1
NC_027310.1,92702108,Flanks,43.9,6.3E-15,106563939,LOC106563939,inositol polyphosphate 5-phosphatase K-like
NC_027324.1,12079199,Flanks,-29.34,6.3E-15,100195207,cg057,CG057 protein
NC_027328.1,1743540,Flanks,57.23,6.3E-15,106590026,LOC106590026,ras-related protein Rab-18-like
NC_027308.1,63440624,Intron,-31.22,6.3E-15,106611748,LOC106611748,solute carrier family 25 member 43-like
NC_027302.1,76685838,Exon,40.85,6.3E-15,106601638,LOC106601638,prostaglandin E2 receptor EP1 subtype-like
NC_027302.1,56052495,Flanks,-27.21,6.4E-15,106600863,LOC106600863,integrin alpha-3-like
NC_027304.1,66995427,Flanks,-43.16,6.4E-15,106605607,LOC106605607,urokinase plasminogen activator surface receptor-like
NC_027307.1,10700166,Intron,-48.97,6.4E-15,106610160,"attractin, transcript variant X2",attractin
NC_027321.1,5420400,Intron,40.02,6.4E-15,106582673,LOC106582673,neurexophilin-2-like
NC_027321.1,4790715,Intron,-31.48,6.4E-15,106582667,LOC106582667,rho GTPase-activating protein 15-like
NC_027311.1,57985080,Intron,26.66,6.4E-15,106565546,LOC106565546,scm-like with four MBT domains protein 1
NC_027319.1,45967411,Intron,36.31,6.5E-15,106580748,LOC106580748,RNA-binding protein Nova-1-like
NC_027317.1,48001369,Flanks,37.18,6.5E-15,106577555,LOC106577555,G protein pathway suppressor 2-like
NC_027320.1,45792329,Flanks,29.56,6.5E-15,106582383,rab3gap1,RAB3 GTPase activating protein catalytic subunit 1
NC_027308.1,84964430,Intron,-44.4,6.5E-15,106612254,glra1,glycine receptor alpha 1
NC_027302.1,51896457,Intron,-28.12,6.6E-15,106600751,fam57b,family with sequence similarity 57 member B
NC_027308.1,2878475,Intron,-37.98,6.6E-15,106610601,LOC106610601,leucine-rich repeat and fibronectin type-III domain-containing protein 2-like
NW_012350759.1,3327,Exon,42.46,6.6E-15,106593698,LOC106593698,WAS/WASL-interacting protein family member 1-like
NC_027321.1,26058822,Exon,-41.12,6.6E-15,106583119,LOC106583119,EF-hand and coiled-coil domain-containing protein 1-like
NC_027300.1,94709726,Flanks,33.0,6.6E-15,106612336,trim8,tripartite motif containing 8
NC_027319.1,53343145,Intron,26.79,6.6E-15,106580965,LOC106580965,tripartite motif-containing protein 59-like
NC_027309.1,83071614,Intron,56.6,6.6E-15,106561150,LOC106561150,nuclear receptor ROR-alpha
NC_027314.1,66291750,Flanks,-56.94,6.6E-15,106572204,acyl-CoA thioesterase 7,acyl-CoA thioesterase 7
NC_027324.1,21968800,Intron,25.13,6.7E-15,106586396,LOC106586396,adenylate cyclase type 5-like
NC_027305.1,49120346,Exon,-43.97,6.7E-15,106607643,LOC106607643,MAP/microtubule affinity-regulating kinase 3-like
NC_027300.1,24848605,Intron,45.59,6.7E-15,106591116,LOC106591116,feline leukemia virus subgroup C receptor-related protein 2-like
NC_027324.1,27959613,Intron,33.33,6.7E-15,106586495,lrch1,leucine rich repeats and calponin homology domain containing 1
NC_027308.1,53126389,Flanks,-28.37,6.7E-15,106611544,LOC106611544,transmembrane protein 33-like
NC_027301.1,16088092,Intron,-32.78,6.8E-15,106579058,"zinc finger protein ZFPM2-like, transcript variant X2",zinc finger protein ZFPM2-like
NC_027315.1,32618461,Intron,31.96,6.8E-15,106573702,LOC106573702,cadherin-13-like
NC_027300.1,142245584,Exon,-29.41,6.8E-15,106569377,st8sia5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
NC_027313.1,88180810,P250,-25.44,6.8E-15,106570706,LOC106570706,early nodulin-75-like
NC_027326.1,29943302,Intron,-46.88,6.8E-15,106588927,LOC106588927,cytoplasmic dynein 1 intermediate chain 1-like
NW_012349032.1,8807,Intron,51.79,6.8E-15,106592890,phospholysine phosphohistidine inorganic pyrophosphate phosphatase-like,phospholysine phosphohistidine inorganic pyrophosphate phosphatase-like
NC_027305.1,51325783,Flanks,34.65,6.8E-15,106607672,cnksr3,CNKSR family member 3
NC_027320.1,16775935,Exon,51.02,6.8E-15,106581757,LOC106581757,mitogen-activated protein kinase kinase kinase MLT-like
NC_027315.1,31350045,Intron,-31.67,6.8E-15,106573718,cpne2,copine 2
NC_027322.1,10049232,Intron,44.0,6.9E-15,106583991,LOC106583991,SH3-containing GRB2-like protein 3-interacting protein 1
NC_027311.1,22963006,P5K,-33.33,6.9E-15,106564996,LOC106564996,C-C chemokine receptor type 7-like
NC_027304.1,16078037,Exon,29.24,6.9E-15,106604366,LOC106604366,sodium/potassium/calcium exchanger 3-like
NC_027312.1,16406349,Intron,-30.99,6.9E-15,106566670,LOC106566670,dedicator of cytokinesis protein 3-like
NC_027310.1,79298774,Flanks,-34.9,7.0E-15,106563642,LOC106563642,"cytochrome c oxidase assembly factor 4 homolog, mitochondrial-like"
NC_027312.1,74923778,Intron,25.21,7.0E-15,100196188,btg3,B-cell translocation gene 3
NC_027301.1,12068767,Flanks,56.25,7.0E-15,106577399,LOC106577399,hormone-sensitive lipase-like
NC_027316.1,12006552,Intron,37.28,7.0E-15,106575295,LOC106575295,sodium-driven chloride bicarbonate exchanger-like
NC_027321.1,52554701,Intron,36.05,7.0E-15,100194955,asic1,acid sensing ion channel subunit 1
NC_027306.1,43029995,Flanks,-33.47,7.0E-15,106609430,LOC106609430,uncharacterized LOC106609430
NC_027314.1,80991619,Intron,-41.6,7.1E-15,106572392,LOC106572392,calmodulin-binding transcription activator 1-like
NC_027300.1,25732730,Exon,56.25,7.1E-15,106594671,arf6,ADP ribosylation factor 6
NC_027324.1,91275,Intron,53.51,7.1E-15,106586018,LOC106586018,P2Y purinoceptor 8-like
NC_027314.1,96359552,Intron,30.08,7.2E-15,106572839,LOC106572839,proline synthase co-transcribed bacterial homolog protein-like
NC_027309.1,18127741,Intron,38.78,7.2E-15,106613725,LOC106613725,neurocan core protein-like
NC_027326.1,19824482,Intron,-25.08,7.2E-15,106588666,LOC106588666,ubiquitin-conjugating enzyme E2 E1-like
NC_027309.1,107706843,Exon,55.17,7.2E-15,106561646,LOC106561646,bisphosphoglycerate mutase-like
NC_027309.1,68033498,Intron,32.46,7.3E-15,106561040,LOC106561040,plasma membrane calcium-transporting ATPase 1-like
NC_027302.1,45342418,Intron,26.94,7.3E-15,106600545,LOC106600545,sodium/potassium-transporting ATPase subunit beta-1-interacting protein 4-like
NC_027319.1,45447615,Intron,27.09,7.3E-15,106580731,LOC106580731,protein YIF1B-like
NC_027328.1,20860952,Exon,43.53,7.3E-15,106590328,tfap2a,transcription factor AP-2 alpha
NC_027319.1,80343251,P1K,32.2,7.3E-15,106581526,LOC106581526,amyloid protein-binding protein 2-like
NC_027311.1,1127364,Flanks,39.52,7.3E-15,106564013,LOC106564013,eukaryotic translation initiation factor 3 subunit B-like
NC_027301.1,22194997,Exon,25.26,7.4E-15,106581355,LOC106581355,tumor protein p53-inducible nuclear protein 1-like
NC_027311.1,44129896,Flanks,-30.56,7.4E-15,100286598,tpgs2,tubulin polyglutamylase complex subunit 2
NC_027309.1,24687510,Intron,53.21,7.4E-15,106613892,LOC106613892,cytosolic carboxypeptidase 6-like
NC_027318.1,65267592,Intron,51.2,7.4E-15,106579442,LOC106579442,phosphatidate phosphatase PPAPDC1A-like
NC_027309.1,43942832,Flanks,25.6,7.4E-15,106560510,LOC106560510,low-density lipoprotein receptor-related protein 8-like
NC_027304.1,29438110,Exon,-54.93,7.4E-15,106604797,LOC106604797,actin-3-like
NC_027303.1,1916031,Intron,36.21,7.5E-15,106602171,LOC106602171,zeta-sarcoglycan-like
NC_027309.1,78575369,Intron,-29.15,7.5E-15,106560867,znf423,zinc finger protein 423
NC_027305.1,39680227,Flanks,30.43,7.5E-15,106607515,LOC106607515,putative cell agglutination protein 1742.01
NC_027300.1,118512694,P5K,49.42,7.5E-15,106563909,LOC106563909,excitatory amino acid transporter 1-like
NC_027313.1,32761291,Flanks,50.55,7.6E-15,106569307,LOC106569307,afadin- and alpha-actinin-binding protein-like
NC_027301.1,28271851,P250,32.17,7.6E-15,106582914,LOC106582914,myomesin-3-like
NC_027307.1,14238117,Intron,-28.75,7.6E-15,106610211,LOC106610211,mucin-5AC-like
NC_027300.1,14813181,Intron,-26.55,7.6E-15,106568883,efcab2,EF-hand calcium binding domain 2
NC_027311.1,63073927,Intron,25.33,7.6E-15,106565901,LOC106565901,rho guanine nucleotide exchange factor 10-like protein
NC_027325.1,32907182,Exon,-32.94,7.7E-15,106587652,LOC106587652,paired amphipathic helix protein Sin3a-like
NC_027327.1,442661,Intron,-42.73,7.7E-15,106589263,LOC106589263,PH and SEC7 domain-containing protein 1-like
NC_027322.1,9198971,Intron,-25.44,7.7E-15,106584031,LOC106584031,VWFA and cache domain-containing protein 1
NC_027312.1,13365006,Flanks,26.76,7.8E-15,106566568,LOC106566568,GATA zinc finger domain-containing protein 14-like
NC_027318.1,51582130,Intron,39.12,7.8E-15,106579277,lzts2,leucine zipper tumor suppressor 2
NC_027304.1,63540788,Exon,-56.42,7.8E-15,106605517,LOC106605517,sodium- and chloride-dependent transporter XTRP3-like
NC_027305.1,37712693,Intron,52.99,7.9E-15,106607294,LOC106607294,inactive phospholipase C-like protein 2
NC_027300.1,94768477,Intron,32.56,7.9E-15,106612253,LOC106612253,RING finger protein 157-like
NW_012348770.1,5245,Flanks,39.54,7.9E-15,106592766,LOC106592766,uncharacterized LOC106592766
NC_027327.1,10743498,Intron,-50.67,8.0E-15,106589457,cacna1g,calcium voltage-gated channel subunit alpha1 G
NC_027304.1,80001962,Intron,-33.1,8.0E-15,106606173,LOC106606173,TGF-beta receptor type-2-like
NC_027309.1,11030158,Intron,42.44,8.0E-15,106613535,LOC106613535,zinc finger protein GLIS1-like
NC_027320.1,19008500,Flanks,25.55,8.0E-15,106581900,LOC106581900,"high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A-like"
NC_027309.1,27521343,Flanks,43.07,8.0E-15,106613930,LOC106613930,calcium-activated potassium channel subunit beta-2-like
NC_027322.1,19156775,Flanks,35.65,8.1E-15,106584143,regulator of G-protein signaling 4-like,regulator of G-protein signaling 4-like
NC_027315.1,79837669,Intron,42.86,8.1E-15,100194601,"tubulin, alpha 8 like 2","tubulin, alpha 8 like 2"
NC_027312.1,78982036,Intron,41.74,8.1E-15,106567846,LOC106567846,THO complex subunit 2-like
NC_027308.1,30009407,Intron,54.17,8.1E-15,106611160,LOC106611160,uncharacterized protein C14orf132-like
NC_027309.1,96102430,Intron,55.96,8.2E-15,106561392,LOC106561392,homeodomain-interacting protein kinase 2-like
NC_027308.1,19151650,Intron,-28.34,8.2E-15,106610871,LOC106610871,spidroin-1-like
NC_027312.1,87890646,Intron,28.86,8.2E-15,106568185,LOC106568185,PDZ and LIM domain protein 5-like
NC_027303.1,79890124,P5K,46.77,8.2E-15,106604021,LOC106604021,GTPase IMAP family member 7-like
NC_027322.1,35056602,Intron,34.23,8.2E-15,106584495,LOC106584495,protein Wnt-7b
NC_027326.1,7015759,Flanks,35.86,8.2E-15,106588491,LOC106588491,prolyl endopeptidase-like
NC_027300.1,92567122,Intron,-29.33,8.3E-15,106612647,LOC106612647,muscular LMNA-interacting protein-like
NC_027320.1,12168314,Intron,25.01,8.3E-15,106581843,wdr75,WD repeat domain 75
NC_027316.1,35218762,Flanks,-28.09,8.3E-15,100194827,Acyl-coenzyme A thioesterase 5,Acyl-coenzyme A thioesterase 5
NC_027315.1,53549186,Flanks,25.0,8.3E-15,106574174,tsc22d2,TSC22 domain family member 2
NC_027324.1,26499646,Intron,-25.42,8.3E-15,106586462,LOC106586462,zinc finger protein 385B-like
NC_027316.1,29452045,Exon,-32.14,8.4E-15,106575927,LOC106575927,LIM domain only protein 7-like
NC_027313.1,59655780,Intron,33.97,8.4E-15,106569942,LOC106569942,tenascin-X-like
NC_027318.1,2214902,Intron,25.09,8.4E-15,106578315,LOC106578315,MAGUK p55 subfamily member 2-like
NC_027316.1,37908639,Intron,-48.0,8.4E-15,106576124,LOC106576124,metabotropic glutamate receptor 8-like
NC_027300.1,134210799,Intron,60.94,8.4E-15,106567581,LOC106567581,protein LAP2-like
NC_027304.1,45662848,Intron,41.54,8.5E-15,106605015,LOC106605015,vascular endothelial growth factor A-A-like
NC_027317.1,66487791,P1K,-35.8,8.6E-15,106578095,LOC106578095,mucin-17-like
NC_027319.1,56701711,Intron,49.85,8.6E-15,106581048,LOC106581048,septin-4-like
NC_027306.1,23830480,Flanks,34.3,8.6E-15,106608965,LOC106608965,E3 ubiquitin-protein ligase TRIM39-like
NC_027314.1,37564002,Intron,29.45,8.6E-15,106571477,LOC106571477,estrogen-related receptor gamma-like
NC_027313.1,57739222,Flanks,36.8,8.6E-15,106570004,LOC106570004,hepatic leukemia factor-like
NC_027319.1,18632469,Exon,-35.0,8.7E-15,106579966,LOC106579966,ral guanine nucleotide dissociation stimulator-like
NC_027301.1,39666026,Intron,-51.75,8.7E-15,106585283,LOC106585283,uncharacterized LOC106585283
NC_027326.1,30168719,Flanks,-47.77,8.7E-15,106588939,col1a2,collagen type I alpha 2 chain
NC_027319.1,51317313,Intron,64.29,8.8E-15,106580945,LOC106580945,multiple epidermal growth factor-like domains protein 6
NC_027305.1,67365022,Flanks,51.25,8.8E-15,101448045,transmembrane protein 18,transmembrane protein 18
NC_027310.1,396419,Intron,-51.28,8.8E-15,106562017,LOC106562017,ALK tyrosine kinase receptor-like
NC_027316.1,2329061,Intron,27.06,8.8E-15,106575122,LOC106575122,neural cell adhesion molecule 2-like
NC_027309.1,37404688,Intron,-32.56,8.8E-15,100195912,LOC100195912,elongation factor 1-delta
NC_027304.1,5374413,Intron,43.75,8.9E-15,106604166,LOC106604166,protocadherin-11 X-linked-like
NC_027312.1,16853343,P5K,30.18,8.9E-15,106566656,LOC106566656,protein BTG1-like
NC_027306.1,23074490,Flanks,-25.7,9.0E-15,106608945,LOC106608945,probable N-acetyltransferase 16
NC_027308.1,53414461,Intron,-27.41,9.1E-15,106611552,LOC106611552,LIM domain-binding protein 2
