Chromosome,Pos,Region,Mdiff,Q-value,Gene ID,Gene symbol,Gene name
NC_027317.1,13677557,Flanks,-30.4,1.1E-14,106576931,LOC106576931,regulating synaptic membrane exocytosis protein 1-like
NC_027316.1,45490814,Intron,-28.57,1.1E-14,106576316,LOC106576316,PRKC apoptosis WT1 regulator protein-like
NC_027308.1,19151806,Intron,-34.79,1.1E-14,106610871,LOC106610871,spidroin-1-like
NC_027319.1,14452200,Intron,36.54,1.1E-14,106580079,LOC106580079,ubiquitin-associated protein 2-like
NC_027320.1,43776211,P5K,29.09,1.1E-14,106582370,LOC106582370,DNA-binding protein SATB2-like
NC_027309.1,76897594,Intron,42.55,1.1E-14,100380756,LOC100380756,carboxylesterase 5A
NC_027323.1,46639808,Intron,29.17,1.1E-14,106585970,myotubularin related protein 12,myotubularin related protein 12
NC_027309.1,92655070,Intron,-35.71,1.1E-14,106561284,LOC106561284,"glutaminase liver isoform, mitochondrial-like"
NC_027308.1,87637033,Intron,31.3,1.1E-14,106612275,LOC106612275,kelch-like protein 4
NC_027300.1,70896480,P5K,25.47,1.1E-14,106608423,LOC106608423,40S ribosomal protein S24
NC_027308.1,119993985,Flanks,43.8,1.1E-14,106613102,LOC106613102,LIM/homeobox protein Lhx1
NC_027308.1,41214693,Intron,36.9,1.1E-14,106611348,dnah14,dynein axonemal heavy chain 14
NC_027315.1,42602379,Intron,-31.37,1.1E-14,106573878,LOC106573878,guanidinoacetate N-methyltransferase
NC_027309.1,73998870,Intron,40.12,1.1E-14,106560972,LOC106560972,protein kinase C-binding protein NELL2-like
NC_027304.1,56812885,Intron,-32.43,1.1E-14,106605326,LOC106605326,semaphorin-7A-like
NC_027309.1,42197567,Intron,30.71,1.1E-14,106560468,cachd1,cache domain containing 1
NC_027324.1,31799607,Flanks,-61.39,1.1E-14,106586556,LOC106586556,uncharacterized LOC106586556
NC_027317.1,50233498,Intron,32.78,1.1E-14,106577610,LOC106577610,peroxisome proliferator-activated receptor gamma coactivator 1-alpha-like
NC_027309.1,18934166,Intron,37.97,1.1E-14,106613743,LOC106613743,midnolin-like
NC_027310.1,74070042,Intron,-58.04,1.1E-14,106563399,LOC106563399,gamma-aminobutyric acid receptor subunit alpha-3-like
NC_027301.1,39756241,Intron,35.19,1.2E-14,106585299,LOC106585299,signal-induced proliferation-associated 1-like protein 2
NC_027317.1,66713786,P5K,-35.32,1.2E-14,106578101,LOC106578101,rab9 effector protein with kelch motifs-like
NC_027322.1,3748497,Intron,-35.71,1.2E-14,106583953,LOC106583953,WW domain-containing transcription regulator protein 1-like
NC_027321.1,19142516,Intron,43.75,1.2E-14,106583030,LOC106583030,"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1-like"
NC_027327.1,11377407,Exon,-64.75,1.2E-14,106589472,LOC106589472,RING finger protein unkempt homolog
NC_027302.1,29017795,Intron,67.99,1.2E-14,106599725,LOC106599725,phosphatase and actin regulator 1-like
NC_027324.1,12852376,Intron,-49.35,1.2E-14,106586186,LOC106586186,sodium-driven chloride bicarbonate exchanger-like
NC_027312.1,95024272,Intron,-43.71,1.2E-14,106568407,ppap2a,phospholipid phosphatase 1
NC_027310.1,51306067,Intron,-31.63,1.2E-14,106562944,arhgef28,Rho guanine nucleotide exchange factor 28
NC_027309.1,11467098,Flanks,30.86,1.2E-14,106613544,LOC106613544,transcription factor BTF3 homolog 4-like
NC_027317.1,12485857,Intron,55.43,1.2E-14,106576707,bmpr1a,bone morphogenetic protein receptor type 1A
NC_027321.1,35104056,Intron,53.5,1.2E-14,106583321,LOC106583321,RNA-binding protein Musashi homolog 1-like
NC_027319.1,24139079,Intron,33.56,1.2E-14,106579841,LOC106579841,"aspartate aminotransferase, cytoplasmic-like"
NC_027309.1,44437686,Intron,-47.62,1.2E-14,106560528,tspan1,tetraspanin 1
NC_027309.1,7258999,Intron,37.84,1.2E-14,106613481,LOC106613481,nuclear receptor subfamily 5 group A member 2
NC_027303.1,44866884,Intron,28.31,1.2E-14,106603410,LOC106603410,olfactory receptor 2M3-like
NC_027319.1,53399706,Intron,54.85,1.2E-14,106580962,LOC106580962,protein phosphatase 1L-like
NC_027316.1,42052603,Flanks,32.01,1.2E-14,106576210,LOC106576210,poly [ADP-ribose] polymerase 12-like
NC_027309.1,82542799,P5K,31.03,1.2E-14,106561148,LOC106561148,"alpha-2,8-sialyltransferase 8B-like"
NC_027303.1,18729869,Intron,38.67,1.2E-14,106602667,LOC106602667,neuromedin-K receptor-like
NC_027328.1,26770515,P5K,50.3,1.2E-14,106590468,LOC106590468,D(3) dopamine receptor-like
NC_027325.1,4962994,Intron,37.55,1.2E-14,106587054,LOC106587054,low-density lipoprotein receptor-related protein 4-like
NC_027324.1,13939865,Flanks,37.01,1.2E-14,106586209,LOC106586209,kelch-like protein 41b
NC_027324.1,12223600,Exon,-33.66,1.2E-14,106586174,LOC106586174,plakophilin-4-like
NC_027317.1,61386023,Intron,-25.35,1.2E-14,106577923,LOC106577923,myotubularin-related protein 1-like
NC_027327.1,28617956,Intron,56.51,1.2E-14,106589834,dnah17,dynein axonemal heavy chain 17
NC_027313.1,28781021,Intron,45.1,1.2E-14,106569162,LOC106569162,phosphatase and actin regulator 1-like
NC_027308.1,19145417,Flanks,37.76,1.2E-14,106610910,LOC106610910,uncharacterized LOC106610910
NC_027300.1,29635597,P5K,44.44,1.3E-14,106600731,LOC106600731,"b(0,+)-type amino acid transporter 1-like"
NC_027311.1,48271942,Intron,45.79,1.3E-14,106565328,LOC106565328,probable G-protein coupled receptor
NC_027314.1,35831823,Intron,45.75,1.3E-14,106571446,LOC106571446,mitochondrial peptide methionine sulfoxide reductase-like
NC_027308.1,15430951,Intron,38.18,1.3E-14,106610783,LOC106610783,galectin-8-like
NC_027318.1,73089670,Intron,58.03,1.3E-14,106579641,LOC106579641,piezo-type mechanosensitive ion channel component 2-like
NC_027312.1,83396836,Exon,33.53,1.3E-14,106568079,LOC106568079,seizure protein 6-like
NC_027327.1,25755174,Intron,-42.71,1.3E-14,106589768,LOC106589768,ankyrin repeat domain-containing protein 2-like
NC_027316.1,15779958,Exon,-27.83,1.3E-14,106575441,LOC106575441,arabinogalactan protein 1-like
NC_027302.1,8417610,Intron,-38.89,1.3E-14,106598235,LOC106598235,collagen alpha-4(IV) chain-like
NC_027322.1,1024912,Intron,42.83,1.3E-14,106583883,LOC106583883,exportin-6-like
NC_027300.1,58030181,Intron,-50.0,1.3E-14,106606915,LOC106606915,potassium voltage-gated channel subfamily KQT member 5-like
NC_027318.1,45863710,Exon,43.11,1.3E-14,106578968,LOC106578968,ankyrin repeat domain-containing protein 1-like
NC_027315.1,27846277,Flanks,41.05,1.3E-14,106573508,LOC106573508,"leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 1"
NC_027312.1,9950895,P5K,39.47,1.3E-14,106566490,kcnd1,potassium voltage-gated channel subfamily D member 1
NC_027308.1,19552214,Intron,53.85,1.3E-14,106610856,LOC106610856,apoptosis regulatory protein Siva-like
NC_027308.1,19552226,Intron,53.85,1.3E-14,106610856,LOC106610856,apoptosis regulatory protein Siva-like
NC_027308.1,19552253,Intron,53.85,1.3E-14,106610856,LOC106610856,apoptosis regulatory protein Siva-like
NC_027303.1,76639813,Intron,48.27,1.3E-14,106603951,LOC106603951,peripheral-type benzodiazepine receptor-associated protein 1-like
NC_027306.1,23728197,Intron,-45.07,1.3E-14,106608960,LOC106608960,dynactin subunit 1-like
NC_027311.1,39917887,Intron,52.89,1.3E-14,106565248,LOC106565248,copine-9-like
NC_027311.1,39572242,Intron,47.76,1.3E-14,106565257,LOC106565257,plexin-B1-like
NC_027303.1,72433511,Flanks,33.81,1.3E-14,106603865,LOC106603865,RNA-binding protein 27-like
NC_027327.1,5395529,Intron,-28.14,1.3E-14,106589364,LOC106589364,"glutamate receptor ionotropic, delta-1-like"
NC_027317.1,19295410,Intron,51.03,1.3E-14,106577027,LOC106577027,transcription factor COE3-like
NC_027315.1,21248044,Intron,43.75,1.3E-14,106573359,LOC106573359,ras association domain-containing protein 8-like
NC_027314.1,34823730,Intron,-33.58,1.4E-14,106571417,LOC106571417,transcription factor HIVEP2-like
NC_027302.1,35162543,Intron,49.5,1.4E-14,106600329,LOC106600329,DDB1- and CUL4-associated factor 8-like
NC_027300.1,108811199,Intron,55.47,1.4E-14,106561252,LOC106561252,mothers against decapentaplegic homolog 7-like
NC_027302.1,75565781,P5K,55.92,1.4E-14,106601583,LOC106601583,uncharacterized LOC106601583
NC_027302.1,29116283,P5K,48.48,1.4E-14,106599732,LOC106599732,meprin A subunit beta-like
NC_027327.1,27209434,Exon,46.84,1.4E-14,106589809,LOC106589809,transcription elongation factor B polypeptide 3-like
NC_027328.1,8551742,Flanks,54.65,1.4E-14,106590085,LOC106590085,tubulin beta-5 chain
NC_027301.1,17722889,Intron,42.6,1.4E-14,106579405,LOC106579405,cyclin-dependent kinase 14
NW_012348009.1,17895,P5K,-26.9,1.4E-14,100286475,src kinase associated phosphoprotein 2,src kinase associated phosphoprotein 2
NC_027310.1,47059609,Flanks,26.28,1.4E-14,106562874,LOC106562874,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6-like"
NC_027313.1,3419939,Exon,-35.1,1.4E-14,106568634,fam134b,reticulophagy regulator 1
NC_027315.1,60013129,Intron,40.59,1.4E-14,106574338,LOC106574338,neural cell adhesion molecule 2-like
NC_027300.1,93007356,P5K,57.45,1.4E-14,106612533,mcph1,microcephalin 1
NC_027302.1,74611753,Intron,-41.3,1.4E-14,106601525,srsf2,serine and arginine rich splicing factor 2
NC_027325.1,5600171,Intron,27.97,1.4E-14,106587057,LOC106587057,protein kinase C-binding protein NELL1-like
NC_027317.1,641349,Intron,30.77,1.4E-14,106576894,cdh23,cadherin related 23
NC_027311.1,24353560,Flanks,28.99,1.4E-14,106564910,LOC106564910,inactive rhomboid protein 2-like
NC_027309.1,99729299,Intron,36.76,1.4E-14,106561470,LOC106561470,tripartite motif-containing protein 16-like
NC_027303.1,14785352,P250,33.78,1.4E-14,106602510,LOC106602510,zinc finger protein 271-like
NC_027312.1,82568655,Intron,-46.81,1.5E-14,100195286,msi2h,RNA-binding protein Musashi homolog 2
NC_027312.1,82568641,Intron,-46.81,1.5E-14,100195286,msi2h,RNA-binding protein Musashi homolog 2
NC_027325.1,39515793,P5K,30.15,1.5E-14,106587871,glutamine and serine-rich protein 1-like,glutamine and serine-rich protein 1-like
NC_027300.1,84847220,Intron,-36.03,1.5E-14,106610997,LOC106610997,integrin alpha-9-like
NC_027316.1,17281411,Flanks,49.48,1.5E-14,106575503,LOC106575503,guanylate cyclase soluble subunit beta-2-like
NC_027304.1,34203681,Intron,-45.31,1.5E-14,106604753,LOC106604753,dystrophin-related protein 2-like
NC_027323.1,32094828,Exon,-26.62,1.5E-14,106585647,LOC106585647,snRNA-activating protein complex subunit 4-like
NC_027312.1,31920964,Flanks,26.17,1.5E-14,106566972,LOC106566972,"keratin, type I cytoskeletal 18-like"
NC_027305.1,83104166,Flanks,-39.97,1.5E-14,106608314,LOC106608314,basic leucine zipper transcriptional factor ATF-like
NC_027317.1,49804501,Flanks,38.18,1.5E-14,106577603,LOC106577603,zinc finger protein 32-like
NC_027308.1,19145451,Flanks,37.76,1.5E-14,106610910,LOC106610910,uncharacterized LOC106610910
NC_027302.1,14349300,Flanks,33.1,1.5E-14,106599048,LOC106599048,retinol-binding protein 1-like
NC_027300.1,146335420,Exon,31.3,1.5E-14,106570294,lrsam1,leucine rich repeat and sterile alpha motif containing 1
NC_027310.1,66550545,Intron,-47.58,1.5E-14,106563268,LOC106563268,astrotactin-2-like
NC_027315.1,32767051,Intron,36.52,1.5E-14,106573702,LOC106573702,cadherin-13-like
NC_027313.1,46784560,Exon,30.17,1.5E-14,106569756,LOC106569756,insulin receptor-like
NC_027315.1,77147207,P5K,-27.4,1.5E-14,106574749,interphotoreceptor matrix proteoglycan 2-like,interphotoreceptor matrix proteoglycan 2-like
NC_027312.1,77961375,Flanks,33.33,1.5E-14,106567876,LOC106567876,acetylcholine receptor subunit gamma-like
NC_027301.1,21565666,Intron,38.04,1.5E-14,106580330,LOC106580330,atrial natriuretic peptide receptor 1-like
NC_027303.1,15362600,Intron,57.25,1.5E-14,106602607,LOC106602607,zinc finger protein 205-like
NC_027301.1,65001072,P5K,-39.02,1.6E-14,106592971,LOC106592971,uromodulin-like
NC_027323.1,34768265,Intron,32.74,1.6E-14,106585761,LOC106585761,DNA repair protein XRCC4-like
NC_027309.1,94708682,Flanks,27.62,1.6E-14,106561421,LOC106561421,vesicular glutamate transporter 3
NC_027309.1,92744372,Flanks,27.0,1.6E-14,106561293,LOC106561293,synaptonemal complex protein 3-like
NC_027318.1,66691643,P1K,-62.19,1.6E-14,106579465,LOC106579465,"pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like"
NC_027321.1,34533406,Flanks,43.75,1.6E-14,106583333,LOC106583333,uncharacterized LOC106583333
NC_027315.1,48776996,Exon,-41.23,1.6E-14,106574005,LOC106574005,obscurin-like
NC_027300.1,50648243,Intron,-50.0,1.6E-14,106604920,LOC106604920,heparan sulfate glucosamine 3-O-sulfotransferase 1-like
NC_027318.1,79444504,Intron,42.78,1.6E-14,106579733,"somatomedin B and thrombospondin, type 1 domain containing",somatomedin B and thrombospondin type 1 domain containing
NC_027318.1,58781188,Flanks,51.45,1.6E-14,106579102,LOC106579102,G protein-activated inward rectifier potassium channel 1-like
NC_027304.1,55514869,Intron,-39.23,1.6E-14,106605274,LOC106605274,raftlin-like
NC_027311.1,22660461,Intron,39.36,1.6E-14,106564758,LOC106564758,cholecystokinin-like
NC_027319.1,6114384,Flanks,35.92,1.6E-14,106580183,LOC106580183,cysteine dioxygenase type 1-like
NC_027306.1,26720790,Flanks,42.61,1.6E-14,106609066,LOC106609066,uncharacterized LOC106609066
NC_027327.1,1813158,Intron,30.43,1.6E-14,106589299,LOC106589299,proto-oncogene Wnt-3
NC_027317.1,55382158,Flanks,31.4,1.6E-14,106577696,LOC106577696,protein MB21D2-like
NC_027314.1,93455116,Flanks,33.5,1.6E-14,106572754,LOC106572754,"serine--tRNA ligase, cytoplasmic-like"
NC_027327.1,14532334,Intron,50.0,1.6E-14,106589202,calcineurin-like phosphoesterase domain containing 1,calcineurin like phosphoesterase domain containing 1
NC_027309.1,18908369,Flanks,40.03,1.6E-14,106613743,LOC106613743,midnolin-like
NC_027300.1,23579409,Flanks,44.31,1.6E-14,106585771,LOC106585771,RNA-directed DNA polymerase homolog
NC_027316.1,49652529,Flanks,39.62,1.6E-14,106576463,LOC106576463,gamma-secretase-activating protein-like
NC_027318.1,82690235,Exon,38.24,1.6E-14,106579768,dlec1,DLEC1 cilia and flagella associated protein
NC_027320.1,12891262,Flanks,-30.13,1.6E-14,106581837,wnt6,Wnt family member 6
NC_027302.1,19011011,Exon,-27.52,1.6E-14,106599515,LOC106599515,integrin beta-1-like
NC_027309.1,32487903,Intron,52.92,1.7E-14,106560298,LOC106560298,BMP/retinoic acid-inducible neural-specific protein 3-like
NC_027304.1,68468069,P5K,-29.74,1.7E-14,106605712,LOC106605712,NXPE family member 3-like
NC_027310.1,86228019,Exon,-28.61,1.7E-14,106563825,ubl3,ubiquitin like 3
NC_027305.1,58297016,Intron,-26.61,1.7E-14,106607799,LOC106607799,cation-independent mannose-6-phosphate receptor-like
NW_012350300.1,7877,Exon,-25.58,1.7E-14,106593498,LOC106593498,extracellular calcium-sensing receptor-like
NC_027303.1,53674955,Intron,-25.77,1.7E-14,106603480,LOC106603480,fibroblast growth factor receptor 4-like
NC_027317.1,68611649,Exon,-29.77,1.7E-14,106578156,LOC106578156,probable RNA-binding protein 46
NC_027308.1,84952888,Intron,-31.68,1.7E-14,106612254,glra1,glycine receptor alpha 1
NC_027326.1,7871792,Intron,33.33,1.7E-14,106588487,LOC106588487,cyclin-dependent kinase-like 5
NC_027308.1,79969873,Flanks,-33.64,1.7E-14,106612126,LOC106612126,interleukin-12 subunit beta-like
NC_027303.1,11394765,Intron,-34.88,1.7E-14,106602381,LOC106602381,glycine receptor subunit alpha-3-like
NC_027322.1,42832024,Exon,-48.08,1.7E-14,106584692,LOC106584692,zinc finger protein 609-like
NC_027308.1,14129751,Intron,52.55,1.7E-14,106610761,LOC106610761,uncharacterized LOC106610761
NC_027310.1,63018595,Intron,-29.52,1.7E-14,106563163,LOC106563163,transmembrane protein 132C-like
NC_027318.1,32102219,Intron,27.35,1.7E-14,106578655,transcriptional activator GLI3-like,transcriptional activator GLI3-like
NC_027327.1,38706902,Intron,-27.13,1.7E-14,106589995,LOC106589995,uncharacterized LOC106589995
NC_027311.1,51658560,Intron,51.35,1.7E-14,106565383,LOC106565383,"LETM1 domain-containing protein LETM2, mitochondrial-like"
NC_027303.1,43169702,Intron,-34.61,1.7E-14,106603306,LOC106603306,ephrin-B1-like
NC_027302.1,63977749,Intron,26.01,1.7E-14,106601160,LOC106601160,uncharacterized LOC106601160
NC_027321.1,12087356,Flanks,39.87,1.7E-14,106582813,LOC106582813,forkhead box protein J3-like
NC_027319.1,54427264,Intron,38.73,1.7E-14,106581017,LOC106581017,cullin-5-like
NW_012343416.1,24904,Intron,34.95,1.7E-14,106591080,LOC106591080,secretory phospholipase A2 receptor-like
NC_027314.1,36776810,Intron,41.83,1.7E-14,106571456,LOC106571456,patched domain-containing protein 1
NC_027310.1,85474487,Flanks,-28.28,1.7E-14,106563804,"replication protein A1, 70kDa",replication protein A1
NC_027308.1,65648134,Exon,-51.93,1.7E-14,106611696,LOC106611696,FERM and PDZ domain-containing protein 1-like
NC_027319.1,14495893,Exon,-58.85,1.7E-14,106580078,LOC106580078,kinesin-like protein KIF24
NC_027308.1,53194328,Flanks,-25.41,1.7E-14,100196853,Fibroblast growth factor-binding protein 1,Fibroblast growth factor-binding protein 1
NC_027320.1,34606157,Flanks,-33.87,1.7E-14,106582230,LOC106582230,arylsulfatase D-like
NC_027300.1,44840327,Intron,36.12,1.7E-14,106602955,LOC106602955,protein Smaug homolog 1-like
NC_027311.1,37943239,Flanks,65.43,1.7E-14,106565284,LOC106565284,protein RTF2 homolog
NC_027320.1,40813879,Flanks,-66.0,1.7E-14,106582302,LOC106582302,ras-related protein Ral-B-like
NC_027315.1,82296291,P5K,-38.82,1.7E-14,106574943,LOC106574943,zinc finger protein 271-like
NC_027310.1,71309595,Intron,-32.66,1.8E-14,106563218,LOC106563218,leucine-rich repeat transmembrane neuronal protein 4-like
NC_027311.1,36671202,Exon,44.44,1.8E-14,106565290,LOC106565290,E3 ubiquitin-protein ligase RNF182-like
NC_027305.1,35542662,Intron,-51.38,1.8E-14,106607349,LOC106607349,heparan sulfate glucosamine 3-O-sulfotransferase 4-like
NC_027325.1,8747608,Exon,37.74,1.8E-14,106587089,madd,MAP kinase activating death domain
NC_027314.1,48453712,Intron,37.4,1.8E-14,106571559,LOC106571559,serine/threonine-protein kinase PAK 7-like
NC_027314.1,28254219,Flanks,41.03,1.8E-14,106571295,LOC106571295,ankyrin repeat domain-containing protein 6-like
NC_027303.1,1640618,Exon,29.82,1.8E-14,106602154,LOC106602154,uncharacterized LOC106602154
NC_027317.1,27268081,Flanks,27.96,1.8E-14,106577227,LOC106577227,pyroglutamylated RFamide peptide receptor-like
NC_027302.1,48316149,Intron,-65.16,1.8E-14,106600643,sez6l2,seizure related 6 homolog like 2
NC_027310.1,77397749,Flanks,-66.0,1.8E-14,106563417,xrra1,X-ray radiation resistance associated 1
NC_027308.1,41014077,Intron,29.77,1.8E-14,106611315,LOC106611315,forkhead box protein O3-like
NC_027326.1,26756455,Intron,-28.39,1.8E-14,106588838,LOC106588838,adhesion G protein-coupled receptor B2-like
NC_027308.1,103120364,Intron,36.17,1.8E-14,106612653,LOC106612653,rap1 GTPase-activating protein 2-like
NC_027327.1,11478624,Intron,-32.65,1.8E-14,106589477,LOC106589477,SAP30-binding protein-like
NC_027301.1,23047484,Flanks,52.94,1.9E-14,106581121,LOC106581121,fucolectin-6-like
NC_027301.1,23047492,Flanks,52.94,1.9E-14,106581121,LOC106581121,fucolectin-6-like
NC_027314.1,75252957,P5K,48.94,1.9E-14,106572035,LOC106572035,death effector domain-containing protein-like
NC_027312.1,64833205,Intron,37.22,1.9E-14,106567652,robo3,roundabout guidance receptor 3
NC_027309.1,103799302,Flanks,28.18,1.9E-14,100306828,dus6,Dual specificity protein phosphatase 6
NC_027310.1,61720995,Flanks,-42.18,1.9E-14,106563152,LOC106563152,breakpoint cluster region protein-like
NC_027319.1,5415061,P5K,-30.96,1.9E-14,106580192,tle1,"TLE family member 1, transcriptional corepressor"
NC_027306.1,18814319,P5K,-26.56,1.9E-14,106608728,LOC106608728,cornifelin homolog B-like
NC_027315.1,73938037,Flanks,25.55,1.9E-14,106574620,"type I inositol 3,4-bisphosphate 4-phosphatase-like","type I inositol 3,4-bisphosphate 4-phosphatase-like"
NC_027318.1,16421062,Intron,-28.55,1.9E-14,106578533,adarb2,adenosine deaminase RNA specific B2 (inactive)
NC_027306.1,44104437,Intron,-34.09,1.9E-14,106609381,LOC106609381,liprin-alpha-4-like
NC_027306.1,44819087,Intron,-45.77,1.9E-14,106609394,uncharacterized LOC106609394,uncharacterized LOC106609394
NC_027303.1,27349717,Intron,-53.45,1.9E-14,106602843,alg8,"ALG8 alpha-1,3-glucosyltransferase"
NC_027308.1,67298300,Flanks,-25.81,1.9E-14,106611857,LOC106611857,protein diaphanous homolog 1-like
NC_027303.1,27349692,Intron,-53.45,1.9E-14,106602843,alg8,"ALG8 alpha-1,3-glucosyltransferase"
NC_027310.1,32377770,Flanks,-40.66,1.9E-14,106562481,LOC106562481,ankyrin repeat and SOCS box protein 7
NC_027328.1,32608493,Flanks,54.0,1.9E-14,106590616,LOC106590616,neuropilin and tolloid-like protein 1
NC_027310.1,66494615,Intron,53.73,1.9E-14,106563270,LOC106563270,pappalysin-1-like
NC_027328.1,32608482,Flanks,54.0,1.9E-14,106590616,LOC106590616,neuropilin and tolloid-like protein 1
NC_027317.1,47249965,Intron,58.65,1.9E-14,106577539,LOC106577539,neurexin-2-like
NC_027306.1,36897971,Intron,-40.96,1.9E-14,106609184,LOC106609184,pleckstrin homology domain-containing family A member 5-like
NC_027317.1,22345987,Flanks,37.75,1.9E-14,100196122,cdc2,Cell division control protein 2 homolog
NC_027318.1,2579001,Intron,31.48,1.9E-14,106578308,LOC106578308,putative pleckstrin homology domain-containing family M member 1P
NC_027313.1,35239228,Intron,52.48,2.0E-14,106569478,LOC106569478,uncharacterized LOC106569478
NC_027309.1,17635835,Flanks,35.87,2.0E-14,106613716,LOC106613716,ras-related protein Rab-11B-like
NC_027313.1,68488561,Intron,35.81,2.0E-14,106570306,rarb,retinoic acid receptor beta
NW_012349167.1,3959,Flanks,-29.87,2.0E-14,106592952,LOC106592952,chromatin modification-related protein eaf-1-like
NW_012349167.1,3963,Flanks,-29.87,2.0E-14,106592952,LOC106592952,chromatin modification-related protein eaf-1-like
NC_027320.1,26282890,Intron,28.44,2.0E-14,106582150,LOC106582150,cyclic AMP receptor-like protein A
NC_027312.1,40873093,Intron,45.58,2.0E-14,106567221,LOC106567221,translation initiation factor IF-2-like
NC_027325.1,9705432,Intron,-27.43,2.0E-14,106587110,LOC106587110,diacylglycerol kinase zeta-like
NC_027312.1,63965690,Intron,-27.29,2.0E-14,106567659,LOC106567659,opioid-binding protein/cell adhesion molecule homolog
NC_027304.1,67416368,Intron,-30.93,2.0E-14,106605589,LOC106605589,carcinoembryonic antigen-related cell adhesion molecule 18-like
NC_027327.1,1310460,P250,43.04,2.0E-14,106589289,LOC106589289,proline-rich protein 15-like protein B
NC_027314.1,39632818,Intron,-38.24,2.0E-14,106571712,LOC106571712,protein jagged-2-like
NC_027308.1,94395351,Intron,55.07,2.0E-14,106612393,slc1a5,solute carrier family 1 member 5
NC_027300.1,145217581,Intron,-39.13,2.0E-14,106569988,LOC106569988,protein FAM102A-like
NC_027300.1,10960489,Exon,35.83,2.0E-14,106562352,LOC106562352,lysine-specific histone demethylase 1A-like
NC_027315.1,48196117,Intron,52.82,2.0E-14,106574020,LOC106574020,choline transporter-like protein 5-B
NC_027318.1,2772600,Intron,-45.16,2.0E-14,106578304,LOC106578304,leucine zipper putative tumor suppressor 2 homolog
NC_027310.1,50558734,Intron,28.37,2.1E-14,106563009,LOC106563009,neuropeptide FF receptor 2-like
NC_027314.1,60655373,Intron,-35.54,2.1E-14,106571924,LOC106571924,cadherin-4-like
NC_027310.1,50297738,Exon,55.27,2.1E-14,106562929,LOC106562929,uncharacterized protein C18orf25 homolog
NC_027327.1,25685137,Intron,49.21,2.1E-14,106589766,LOC106589766,inactive heparanase-2-like
NC_027319.1,64820437,Intron,26.46,2.1E-14,106581239,LOC106581239,seizure protein 6 homolog
NC_027308.1,18322915,P5K,38.73,2.1E-14,106610891,fndc5,fibronectin type III domain containing 5
NC_027311.1,74773501,P5K,35.67,2.1E-14,106565937,LOC106565937,tumor necrosis factor receptor superfamily member 21-like
NC_027304.1,41307730,Intron,-38.05,2.1E-14,106604955,LOC106604955,X-linked interleukin-1 receptor accessory protein-like 2
NC_027312.1,37374325,Flanks,37.99,2.1E-14,106567122,LOC106567122,cerebellin-4-like
NC_027325.1,18291691,Intron,-35.25,2.1E-14,106587205,LOC106587205,myotubularin-related protein 13-like
NC_027317.1,46781346,Intron,44.18,2.1E-14,106577539,LOC106577539,neurexin-2-like
NC_027320.1,1980862,Intron,-48.14,2.1E-14,106581635,dach1,dachshund family transcription factor 1
NC_027300.1,138908471,Exon,55.79,2.2E-14,106568645,LOC106568645,fibrinogen C domain-containing protein 1-like
NC_027327.1,6475345,Intron,33.92,2.2E-14,106589375,noc3l,NOC3 like DNA replication regulator
NC_027321.1,41405857,Intron,30.4,2.2E-14,106583473,LOC106583473,synaptophysin-like protein 1
NC_027321.1,3935269,Intron,-65.67,2.2E-14,106582658,rims4,regulating synaptic membrane exocytosis 4
NC_027308.1,59263544,Intron,30.11,2.2E-14,106611628,LOC106611628,protocadherin Fat 4-like
NC_027304.1,64448062,Flanks,29.41,2.2E-14,106605567,LOC106605567,C-X-C chemokine receptor type 3-like
NC_027311.1,25960603,Intron,25.27,2.2E-14,106564874,LOC106564874,"fumarate hydratase, mitochondrial-like"
NC_027313.1,32537777,Exon,26.15,2.2E-14,106569312,LOC106569312,epidermal growth factor receptor-like
NC_027312.1,71354816,Intron,-43.33,2.2E-14,106568000,LOC106568000,delta-sarcoglycan-like
NC_027304.1,33770159,Exon,37.9,2.2E-14,106604745,LOC106604745,probable G-protein coupled receptor 101
NC_027312.1,7061373,Exon,46.51,2.2E-14,106566426,LOC106566426,kinesin-like protein KIF3B
NC_027309.1,30516595,Intron,31.28,2.2E-14,106560257,LOC106560257,protein furry homolog-like
NC_027322.1,29727370,Intron,43.9,2.2E-14,106584376,LOC106584376,metalloprotease TIKI2-like
NC_027326.1,17857689,Flanks,-32.89,2.2E-14,106588602,AT-rich interactive domain-containing protein 1A-like,AT-rich interactive domain-containing protein 1A-like
NC_027304.1,66859311,Exon,29.01,2.2E-14,100196655,heat shock protein 70,heat shock protein 70
NC_027300.1,118199320,Intron,-42.54,2.2E-14,106563686,LOC106563686,malignant fibrous histiocytoma-amplified sequence 1 homolog
NC_027312.1,46096698,Intron,-49.54,2.2E-14,106567461,LOC106567461,TOX high mobility group box family member 2-like
NC_027304.1,25893410,Exon,64.75,2.3E-14,106604555,LOC106604555,"leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3"
NC_027301.1,71239197,Exon,26.85,2.3E-14,106595177,LOC106595177,zinc finger protein 239-like
NC_027309.1,12399052,P1K,-31.45,2.3E-14,106613561,nfia,nuclear factor I A
